cyr,country_text_id,seq,year,country_name,country_id,GMpop,GMpoplog
mex1900,MEX,1900,1900,Mexico,3,13662.6396484375,7.1355343
mex19015,MEX,19015,1901.5,Mexico,3,13880.521484375,7.1424065
mex19035,MEX,19035,1903.5,Mexico,3,14171.0302734375,7.1514015
mex19055,MEX,19055,1905.5,Mexico,3,14461.53955078125,7.1602144
mex19075,MEX,19075,1907.5,Mexico,3,14752.04833984375,7.1688519
mex19095,MEX,19095,1909.5,Mexico,3,15042.55712890625,7.1773214
mex19115,MEX,19115,1911.5,Mexico,3,15108.81982421875,7.1792307
mex19135,MEX,19135,1913.5,Mexico,3,15100.33251953125,7.1789865
mex19155,MEX,19155,1915.5,Mexico,3,15091.84619140625,7.1787424
mex19175,MEX,19175,1917.5,Mexico,3,15083.359375,7.1784983
mex19195,MEX,19195,1919.5,Mexico,3,15074.87255859375,7.1782532
mex19215,MEX,19215,1921.5,Mexico,3,15417.9189453125,7.1880264
mex19235,MEX,19235,1923.5,Mexico,3,15878.14208984375,7.2007999
mex19255,MEX,19255,1925.5,Mexico,3,16338.3662109375,7.2132092
mex19275,MEX,19275,1927.5,Mexico,3,16798.5888671875,7.2252731
mex19295,MEX,19295,1929.5,Mexico,3,17258.8134765625,7.237011
mex19315,MEX,19315,1931.5,Mexico,3,17872.7822265625,7.2521915
mex19335,MEX,19335,1933.5,Mexico,3,18537.9990234375,7.2680626
mex19355,MEX,19355,1935.5,Mexico,3,19203.216796875,7.2833738
mex19375,MEX,19375,1937.5,Mexico,3,19868.43359375,7.2981634
mex19395,MEX,19395,1939.5,Mexico,3,20533.650390625,7.3124657
mex19415,MEX,19415,1941.5,Mexico,3,22295.7587890625,7.3482227
mex19435,MEX,19435,1943.5,Mexico,3,24423.4970703125,7.3878078
mex19455,MEX,19455,1945.5,Mexico,3,26551.234375,7.4240847
mex19475,MEX,19475,1947.5,Mexico,3,28678.9716796875,7.4575634
mex19495,MEX,19495,1949.5,Mexico,3,29143.6669921875,7.4645443
mex19515,MEX,19515,1951.5,Mexico,3,29273.8720703125,7.4664803
mex19535,MEX,19535,1953.5,Mexico,3,31117.0107421875,7.4929981
mex19555,MEX,19555,1955.5,Mexico,3,33126.5810546875,7.5201759
mex19575,MEX,19575,1957.5,Mexico,3,35283.681640625,7.547574
mex19595,MEX,19595,1959.5,Mexico,3,37581.90234375,7.5749788
mex19615,MEX,19615,1961.5,Mexico,3,40021.859375,7.6022968
mex19635,MEX,19635,1963.5,Mexico,3,42602.07421875,7.6294308
mex19655,MEX,19655,1965.5,Mexico,3,45317,7.6562614
mex19675,MEX,19675,1967.5,Mexico,3,48161.580078125,7.6827011
mex19695,MEX,19695,1969.5,Mexico,3,51226.494140625,7.7094946
mex19715,MEX,19715,1971.5,Mexico,3,54599.8359375,7.7371912
mex19735,MEX,19735,1973.5,Mexico,3,58186.927734375,7.7648258
mex19755,MEX,19755,1975.5,Mexico,3,61746.244140625,7.7906103
mex19775,MEX,19775,1977.5,Mexico,3,65181.65234375,7.8141251
mex19795,MEX,19795,1979.5,Mexico,3,68509.7578125,7.8357525
mex19815,MEX,19815,1981.5,Mexico,3,71749.3671875,7.8558178
mex19835,MEX,19835,1983.5,Mexico,3,74927.29296875,7.8746395
mex19855,MEX,19855,1985.5,Mexico,3,78131.0390625,7.8928242
mex19875,MEX,19875,1987.5,Mexico,3,81397.10546875,7.9106083
mex19895,MEX,19895,1989.5,Mexico,3,84755.5234375,7.9281673
mex19915,MEX,19915,1991.5,Mexico,3,88228.625,7.94561
mex19935,MEX,19935,1993.5,Mexico,3,91775.37890625,7.9627266
mex19955,MEX,19955,1995.5,Mexico,3,95304.328125,7.9791126
mex19975,MEX,19975,1997.5,Mexico,3,98779.05859375,7.9946651
mex19995,MEX,19995,1999.5,Mexico,3,102037.58203125,8.0087605
mex20015,MEX,20015,2001.5,Mexico,3,104908.9296875,8.020813
mex20035,MEX,20035,2003.5,Mexico,3,107573.1171875,8.0317039
mex20055,MEX,20055,2005.5,Mexico,3,110565.3828125,8.0436192
mex20075,MEX,20075,2007.5,Mexico,3,114056.09765625,8.0571184
mex20095,MEX,20095,2009.5,Mexico,3,117716.58203125,8.070837
mex20115,MEX,20115,2011.5,Mexico,3,121218.1171875,8.0835676
mex20135,MEX,20135,2013.5,Mexico,3,124562.96875,8.0953884
mex20155,MEX,20155,2015.5,Mexico,3,127843.5390625,8.106679
mex20175,MEX,20175,2017.5,Mexico,3,131191.93359375,8.1179066
sur1900,SUR,1900,1900,Suriname,4,146.5189971923828,5.1658936
sur19015,SUR,19015,1901.5,Suriname,4,148.2006454467773,5.1708498
sur19035,SUR,19035,1903.5,Suriname,4,150.4428482055664,5.177372
sur19055,SUR,19055,1905.5,Suriname,4,152.6850433349609,5.1837959
sur19075,SUR,19075,1907.5,Suriname,4,154.92724609375,5.1901283
sur19095,SUR,19095,1909.5,Suriname,4,157.1694488525391,5.1963682
sur19115,SUR,19115,1911.5,Suriname,4,159.556999206543,5.2029161
sur19135,SUR,19135,1913.5,Suriname,4,161.9930038452148,5.2094965
sur19155,SUR,19155,1915.5,Suriname,4,164.4290008544922,5.2159786
sur19175,SUR,19175,1917.5,Suriname,4,166.8649978637695,5.2223654
sur19195,SUR,19195,1919.5,Suriname,4,169.3010025024414,5.2286596
sur19215,SUR,19215,1921.5,Suriname,4,171.9047012329102,5.2352877
sur19235,SUR,19235,1923.5,Suriname,4,174.5643005371094,5.2419558
sur19255,SUR,19255,1925.5,Suriname,4,177.2238922119141,5.2485218
sur19275,SUR,19275,1927.5,Suriname,4,179.8834991455078,5.2549915
sur19295,SUR,19295,1929.5,Suriname,4,182.5430908203125,5.2613659
sur19315,SUR,19315,1931.5,Suriname,4,185.3589935302734,5.268014
sur19335,SUR,19335,1933.5,Suriname,4,188.2269973754883,5.274682
sur19355,SUR,19355,1935.5,Suriname,4,191.0949935913086,5.281249
sur19375,SUR,19375,1937.5,Suriname,4,193.963005065918,5.2877188
sur19395,SUR,19395,1939.5,Suriname,4,196.8310012817383,5.2940941
sur19415,SUR,19415,1941.5,Suriname,4,202.3166580200195,5.3060322
sur19435,SUR,19435,1943.5,Suriname,4,208.6748504638672,5.3194704
sur19455,SUR,19455,1945.5,Suriname,4,215.0330581665039,5.3325052
sur19475,SUR,19475,1947.5,Suriname,4,221.3912506103516,5.3451605
sur19495,SUR,19495,1949.5,Suriname,4,220.5794525146484,5.343565
sur19515,SUR,19515,1951.5,Suriname,4,226.1660003662109,5.3544273
sur19535,SUR,19535,1953.5,Suriname,4,239.7175064086914,5.3796997
sur19555,SUR,19555,1955.5,Suriname,4,253.7894897460938,5.4044733
sur19575,SUR,19575,1957.5,Suriname,4,269.3280029296875,5.4302816
sur19595,SUR,19595,1959.5,Suriname,4,285.8204956054688,5.4560928
sur19615,SUR,19615,1961.5,Suriname,4,302.2599945068359,5.480381
sur19635,SUR,19635,1963.5,Suriname,4,318.7624969482422,5.5034676
sur19655,SUR,19655,1965.5,Suriname,4,336.4680023193359,5.5269432
sur19675,SUR,19675,1967.5,Suriname,4,355.2449951171875,5.5505276
sur19695,SUR,19695,1969.5,Suriname,4,369.0565032958984,5.5670929
sur19715,SUR,19715,1971.5,Suriname,4,371.9684906005859,5.5705061
sur19735,SUR,19735,1973.5,Suriname,4,366.7230072021484,5.5643387
sur19755,SUR,19755,1975.5,Suriname,4,362.0095062255859,5.5587196
sur19775,SUR,19775,1977.5,Suriname,4,361.2580108642578,5.5578175
sur19795,SUR,19795,1979.5,Suriname,4,362.4570007324219,5.5592566
sur19815,SUR,19815,1981.5,Suriname,4,363.6510009765625,5.5606842
sur19835,SUR,19835,1983.5,Suriname,4,366.4264984130859,5.5639868
sur19855,SUR,19855,1985.5,Suriname,4,374.2209930419922,5.5731277
sur19875,SUR,19875,1987.5,Suriname,4,387.8834991455078,5.5887012
sur19895,SUR,19895,1989.5,Suriname,4,404.2044982910156,5.6066017
sur19915,SUR,19915,1991.5,Suriname,4,419.8199920654297,5.6230631
sur19935,SUR,19935,1993.5,Suriname,4,434.5904998779297,5.6380806
sur19955,SUR,19955,1995.5,Suriname,4,449.7415008544922,5.6529627
sur19975,SUR,19975,1997.5,Suriname,4,465.3385009765625,5.6677685
sur19995,SUR,19995,1999.5,Suriname,4,478.1940002441406,5.6796036
sur20015,SUR,20015,2001.5,Suriname,4,485.2404937744141,5.685957
sur20035,SUR,20035,2003.5,Suriname,4,488.4765014648438,5.6888437
sur20055,SUR,20055,2005.5,Suriname,4,493.9759979248047,5.6937056
sur20075,SUR,20075,2007.5,Suriname,4,503.8050079345703,5.7022629
sur20095,SUR,20095,2009.5,Suriname,4,515.3314819335938,5.7120867
sur20115,SUR,20115,2011.5,Suriname,4,525.9869995117188,5.7209749
sur20135,SUR,20135,2013.5,Suriname,4,535.8489990234375,5.7290421
sur20155,SUR,20155,2015.5,Suriname,4,545.3592224121094,5.7366829
sur20175,SUR,20175,2017.5,Suriname,4,554.9801330566406,5.744278
swe1900,SWE,1900,1900,Sweden,5,5111.09521484375,6.7085142
swe19015,SWE,19015,1901.5,Sweden,5,5168.344482421875,6.7133512
swe19035,SWE,19035,1903.5,Sweden,5,5244.6767578125,6.7197189
swe19055,SWE,19055,1905.5,Sweden,5,5321.009033203125,6.7259941
swe19075,SWE,19075,1907.5,Sweden,5,5397.34130859375,6.7321796
swe19095,SWE,19095,1909.5,Sweden,5,5473.673828125,6.7382793
swe19115,SWE,19115,1911.5,Sweden,5,5549.406005859375,6.7442465
swe19135,SWE,19135,1913.5,Sweden,5,5624.938232421875,6.7501183
swe19155,SWE,19155,1915.5,Sweden,5,5700.470458984375,6.7559109
swe19175,SWE,19175,1917.5,Sweden,5,5776.002685546875,6.7616272
swe19195,SWE,19195,1919.5,Sweden,5,5851.534912109375,6.7672701
swe19215,SWE,19215,1921.5,Sweden,5,5910.940185546875,6.771656
swe19235,SWE,19235,1923.5,Sweden,5,5964.9697265625,6.7756081
swe19255,SWE,19255,1925.5,Sweden,5,6018.99951171875,6.7795238
swe19275,SWE,19275,1927.5,Sweden,5,6073.02880859375,6.7834053
swe19295,SWE,19295,1929.5,Sweden,5,6127.05859375,6.7872524
swe19315,SWE,19315,1931.5,Sweden,5,6172.48828125,6.7904606
swe19335,SWE,19335,1933.5,Sweden,5,6215.051025390625,6.7934446
swe19355,SWE,19355,1935.5,Sweden,5,6257.6142578125,6.7964087
swe19375,SWE,19375,1937.5,Sweden,5,6300.177001953125,6.7993526
swe19395,SWE,19395,1939.5,Sweden,5,6342.740234375,6.8022766
swe19415,SWE,19415,1941.5,Sweden,5,6483.782958984375,6.8118286
swe19435,SWE,19435,1943.5,Sweden,5,6657.65234375,6.8233213
swe19455,SWE,19455,1945.5,Sweden,5,6831.52197265625,6.8345175
swe19475,SWE,19475,1947.5,Sweden,5,7005.39111328125,6.8454323
swe19495,SWE,19495,1949.5,Sweden,5,7072.853271484375,6.8495941
swe19515,SWE,19515,1951.5,Sweden,5,7098.8095703125,6.8511858
swe19535,SWE,19535,1953.5,Sweden,5,7195.1484375,6.8570395
swe19555,SWE,19555,1955.5,Sweden,5,7280.6435546875,6.8621693
swe19575,SWE,19575,1957.5,Sweden,5,7366.391357421875,6.8672543
swe19595,SWE,19595,1959.5,Sweden,5,7456.487548828125,6.8725338
swe19615,SWE,19615,1961.5,Sweden,5,7551.636474609375,6.8780413
swe19635,SWE,19635,1963.5,Sweden,5,7655.16259765625,6.883955
swe19655,SWE,19655,1965.5,Sweden,5,7772.68359375,6.8905706
swe19675,SWE,19675,1967.5,Sweden,5,7903.68408203125,6.8978291
swe19695,SWE,19695,1969.5,Sweden,5,8023.21435546875,6.9043484
swe19715,SWE,19715,1971.5,Sweden,5,8105.802001953125,6.9087963
swe19735,SWE,19735,1973.5,Sweden,5,8157.806640625,6.9115734
swe19755,SWE,19755,1975.5,Sweden,5,8205.66162109375,6.914114
swe19775,SWE,19775,1977.5,Sweden,5,8259.23681640625,6.9169397
swe19795,SWE,19795,1979.5,Sweden,5,8302.87353515625,6.9192286
swe19815,SWE,19815,1981.5,Sweden,5,8321.6376953125,6.9202089
swe19835,SWE,19835,1983.5,Sweden,5,8330.05029296875,6.9206476
swe19855,SWE,19855,1985.5,Sweden,5,8364.3388671875,6.9224319
swe19875,SWE,19875,1987.5,Sweden,5,8435.38330078125,6.9261045
swe19895,SWE,19895,1989.5,Sweden,5,8532.671875,6.9310856
swe19915,SWE,19915,1991.5,Sweden,5,8647.1611328125,6.9368734
swe19935,SWE,19935,1993.5,Sweden,5,8763.09814453125,6.9426575
swe19955,SWE,19955,1995.5,Sweden,5,8838.06982421875,6.9463577
swe19975,SWE,19975,1997.5,Sweden,5,8860.1552734375,6.9474411
swe19995,SWE,19995,1999.5,Sweden,5,8867.939453125,6.9478226
swe20015,SWE,20015,2001.5,Sweden,5,8900.287109375,6.9494038
swe20035,SWE,20035,2003.5,Sweden,5,8962.60400390625,6.9524345
swe20055,SWE,20055,2005.5,Sweden,5,9058.70703125,6.9570665
swe20075,SWE,20075,2007.5,Sweden,5,9189.82470703125,6.9633074
swe20095,SWE,20095,2009.5,Sweden,5,9342.8642578125,6.97048
swe20115,SWE,20115,2011.5,Sweden,5,9502.904296875,6.9778566
swe20135,SWE,20135,2013.5,Sweden,5,9663.7470703125,6.9851456
swe20155,SWE,20155,2015.5,Sweden,5,9817.81396484375,6.9920149
swe20175,SWE,20175,2017.5,Sweden,5,9972.57421875,6.998807
che1900,CHE,1900,1900,Switzerland,6,3297.23193359375,6.5181494
che19015,CHE,19015,1901.5,Switzerland,6,3361.60595703125,6.5265465
che19035,CHE,19035,1903.5,Switzerland,6,3447.43798828125,6.5374966
che19055,CHE,19055,1905.5,Switzerland,6,3533.27001953125,6.5481768
che19075,CHE,19075,1907.5,Switzerland,6,3619.10205078125,6.5586014
che19095,CHE,19095,1909.5,Switzerland,6,3704.93408203125,6.5687809
che19115,CHE,19115,1911.5,Switzerland,6,3747.286743164063,6.5737171
che19135,CHE,19135,1913.5,Switzerland,6,3775.146362304688,6.5769339
che19155,CHE,19155,1915.5,Switzerland,6,3803.005859375,6.5801268
che19175,CHE,19175,1917.5,Switzerland,6,3830.865478515625,6.5832968
che19195,CHE,19195,1919.5,Switzerland,6,3858.72509765625,6.5864439
che19215,CHE,19215,1921.5,Switzerland,6,3892.182983398438,6.5901928
che19235,CHE,19235,1923.5,Switzerland,6,3927.506958007813,6.5941172
che19255,CHE,19255,1925.5,Switzerland,6,3962.8310546875,6.5980053
che19275,CHE,19275,1927.5,Switzerland,6,3998.155029296875,6.60186
che19295,CHE,19295,1929.5,Switzerland,6,4033.47900390625,6.6056795
che19315,CHE,19315,1931.5,Switzerland,6,4068.902954101563,6.609477
che19335,CHE,19335,1933.5,Switzerland,6,4104.360229492188,6.613245
che19355,CHE,19355,1935.5,Switzerland,6,4139.8173828125,6.6169815
che19375,CHE,19375,1937.5,Switzerland,6,4175.274658203125,6.6206856
che19395,CHE,19395,1939.5,Switzerland,6,4210.73193359375,6.6243572
che19415,CHE,19415,1941.5,Switzerland,6,4313.462890625,6.6348267
che19435,CHE,19435,1943.5,Switzerland,6,4438.618408203125,6.6472473
che19455,CHE,19455,1945.5,Switzerland,6,4563.774169921875,6.6593246
che19475,CHE,19475,1947.5,Switzerland,6,4688.929443359375,6.6710739
che19495,CHE,19495,1949.5,Switzerland,6,4725.442138671875,6.6744423
che19515,CHE,19515,1951.5,Switzerland,6,4757.62060546875,6.6773901
che19535,CHE,19535,1953.5,Switzerland,6,4882.435791015625,6.6886368
che19555,CHE,19555,1955.5,Switzerland,6,4998.737060546875,6.6988602
che19575,CHE,19575,1957.5,Switzerland,6,5113.33251953125,6.708704
che19595,CHE,19595,1959.5,Switzerland,6,5254.758544921875,6.7205524
che19615,CHE,19615,1961.5,Switzerland,6,5448.20556640625,6.7362537
che19635,CHE,19635,1963.5,Switzerland,6,5673.8125,6.7538748
che19655,CHE,19655,1965.5,Switzerland,6,5873.4345703125,6.7688923
che19675,CHE,19675,1967.5,Switzerland,6,6024.01953125,6.7798862
che19695,CHE,19695,1969.5,Switzerland,6,6142.0380859375,6.7883129
che19715,CHE,19715,1971.5,Switzerland,6,6245.872802734375,6.7955933
che19735,CHE,19735,1973.5,Switzerland,6,6326.25927734375,6.8011475
che19755,CHE,19755,1975.5,Switzerland,6,6355.711669921875,6.8031645
che19775,CHE,19775,1977.5,Switzerland,6,6331.3994140625,6.8014994
che19795,CHE,19795,1979.5,Switzerland,6,6305.093017578125,6.7996912
che19815,CHE,19815,1981.5,Switzerland,6,6328.583984375,6.8013067
che19835,CHE,19835,1983.5,Switzerland,6,6396.532958984375,6.8059444
che19855,CHE,19855,1985.5,Switzerland,6,6474.56103515625,6.8112106
che19875,CHE,19875,1987.5,Switzerland,6,6551.310546875,6.816328
che19895,CHE,19895,1989.5,Switzerland,6,6646.093994140625,6.822567
che19915,CHE,19915,1991.5,Switzerland,6,6777.090576171875,6.8310432
che19935,CHE,19935,1993.5,Switzerland,6,6925.079833984375,6.8404245
che19955,CHE,19955,1995.5,Switzerland,6,7038.33740234375,6.8474703
che19975,CHE,19975,1997.5,Switzerland,6,7101.84033203125,6.8513708
che19995,CHE,19995,1999.5,Switzerland,6,7151.197021484375,6.8543787
che20015,CHE,20015,2001.5,Switzerland,6,7221.489501953125,6.8586273
che20035,CHE,20035,2003.5,Switzerland,6,7317.599853515625,6.8643684
che20055,CHE,20055,2005.5,Switzerland,6,7444.46240234375,6.8718338
che20075,CHE,20075,2007.5,Switzerland,6,7603.341552734375,6.8810043
che20095,CHE,20095,2009.5,Switzerland,6,7783.925048828125,6.8911991
che20115,CHE,20115,2011.5,Switzerland,6,7974.220458984375,6.9016886
che20135,CHE,20135,2013.5,Switzerland,6,8165.051025390625,6.9119587
che20155,CHE,20155,2015.5,Switzerland,6,8342.76708984375,6.9213104
che20175,CHE,20175,2017.5,Switzerland,6,8521.06298828125,6.9304943
gha1900,GHA,1900,1900,,7,,
gha19015,GHA,19015,1902,Ghana,7,1914.588623046875,6.2820759
gha19035,GHA,19035,1903.5,Ghana,7,1932.093322753906,6.2860279
gha19055,GHA,19055,1905.5,Ghana,7,1955.432922363281,6.2912426
gha19075,GHA,19075,1907.5,Ghana,7,1978.772521972656,6.2963963
gha19095,GHA,19095,1909.5,Ghana,7,2002.112121582031,6.3014889
gha19115,GHA,19115,1911.5,Ghana,7,2069.809204101563,6.3159304
gha19135,GHA,19135,1913.5,Ghana,7,2152.292358398438,6.332901
gha19155,GHA,19155,1915.5,Ghana,7,2234.775268554688,6.3492336
gha19175,GHA,19175,1917.5,Ghana,7,2317.25830078125,6.364975
gha19195,GHA,19195,1919.5,Ghana,7,2399.741333007813,6.3801641
gha19215,GHA,19215,1921.5,Ghana,7,2519.237915039063,6.401269
gha19235,GHA,19235,1923.5,Ghana,7,2651.072631835938,6.4234219
gha19255,GHA,19255,1925.5,Ghana,7,2782.907104492188,6.444499
gha19275,GHA,19275,1927.5,Ghana,7,2914.74169921875,6.4645996
gha19295,GHA,19295,1929.5,Ghana,7,3046.576293945313,6.4838123
gha19315,GHA,19315,1931.5,Ghana,7,3205.339111328125,6.5058737
gha19335,GHA,19335,1933.5,Ghana,7,3373.078247070313,6.5280266
gha19355,GHA,19355,1935.5,Ghana,7,3540.817138671875,6.5491037
gha19375,GHA,19375,1937.5,Ghana,7,3708.556274414063,6.5692043
gha19395,GHA,19395,1939.5,Ghana,7,3876.295166015625,6.5884171
gha19415,GHA,19415,1941.5,Ghana,7,4203.431396484375,6.6236038
gha19435,GHA,19435,1943.5,Ghana,7,4583.699951171875,6.6612167
gha19455,GHA,19455,1945.5,Ghana,7,4963.968505859375,6.6958294
gha19475,GHA,19475,1947.5,Ghana,7,5344.237060546875,6.7278862
gha19495,GHA,19495,1949.5,Ghana,7,5305.158203125,6.7246981
gha19515,GHA,19515,1951.5,Ghana,7,5129.8271484375,6.710103
gha19535,GHA,19535,1953.5,Ghana,7,5421.717041015625,6.7341366
gha19555,GHA,19555,1955.5,Ghana,7,5772.0458984375,6.7613297
gha19575,GHA,19575,1957.5,Ghana,7,6148.900634765625,6.7887974
gha19595,GHA,19595,1959.5,Ghana,7,6548.7841796875,6.8161602
gha19615,GHA,19615,1961.5,Ghana,7,6976.00390625,6.8436069
gha19635,GHA,19635,1963.5,Ghana,7,7408.359130859375,6.8697224
gha19655,GHA,19655,1965.5,Ghana,7,7800.76953125,6.8921375
gha19675,GHA,19675,1967.5,Ghana,7,8139.231689453125,6.9105835
gha19695,GHA,19695,1969.5,Ghana,7,8497.1611328125,6.9292736
gha19715,GHA,19715,1971.5,Ghana,7,8955.42431640625,6.9520864
gha19735,GHA,19735,1973.5,Ghana,7,9477.19580078125,6.9766798
gha19755,GHA,19755,1975.5,Ghana,7,9927.43994140625,6.9968376
gha19775,GHA,19775,1977.5,Ghana,7,10272.189453125,7.0116634
gha19795,GHA,19795,1979.5,Ghana,7,10676.3974609375,7.0284252
gha19815,GHA,19815,1981.5,Ghana,7,11302.8603515625,7.0531883
gha19835,GHA,19835,1983.5,Ghana,7,12103.14794921875,7.0828981
gha19855,GHA,19855,1985.5,Ghana,7,12910.1064453125,7.1109295
gha19875,GHA,19875,1987.5,Ghana,7,13666.48876953125,7.1356564
gha19895,GHA,19895,1989.5,Ghana,7,14430.37646484375,7.159277
gha19915,GHA,19915,1991.5,Ghana,7,15257.1318359375,7.1834736
gha19935,GHA,19935,1993.5,Ghana,7,16123.2939453125,7.2074537
gha19955,GHA,19955,1995.5,Ghana,7,16965.1025390625,7.229557
gha19975,GHA,19975,1997.5,Ghana,7,17768.794921875,7.2496586
gha19995,GHA,19995,1999.5,Ghana,7,18604.7099609375,7.2696228
gha20015,GHA,20015,2001.5,Ghana,7,19540.9921875,7.290947
gha20035,GHA,20035,2003.5,Ghana,7,20572.9443359375,7.3132963
gha20055,GHA,20055,2005.5,Ghana,7,21670.703125,7.3358727
gha20075,GHA,20075,2007.5,Ghana,7,22821.9794921875,7.3583527
gha20095,GHA,20095,2009.5,Ghana,7,24015.44921875,7.3804913
gha20115,GHA,20115,2011.5,Ghana,7,25236.5341796875,7.402029
gha20135,GHA,20135,2013.5,Ghana,7,26475.5146484375,7.4228439
gha20155,GHA,20155,2015.5,Ghana,7,27728.7919921875,7.4429312
gha20175,GHA,20175,2017.5,Ghana,7,29034.2451171875,7.4629107
zaf1900,ZAF,1900,1900,South Africa,8,4721.1337890625,6.6740465
zaf19015,ZAF,19015,1901.5,South Africa,8,4880.846923828125,6.6884956
zaf19035,ZAF,19035,1903.5,South Africa,8,5093.79736328125,6.7070417
zaf19055,ZAF,19055,1905.5,South Africa,8,5306.748291015625,6.7248287
zaf19075,ZAF,19075,1907.5,South Africa,8,5519.69873046875,6.7419157
zaf19095,ZAF,19095,1909.5,South Africa,8,5732.649658203125,6.7583551
zaf19115,ZAF,19115,1911.5,South Africa,8,5991.298828125,6.7775211
zaf19135,ZAF,19135,1913.5,South Africa,8,6265.181396484375,6.7969341
zaf19155,ZAF,19155,1915.5,South Africa,8,6539.0634765625,6.8155155
zaf19175,ZAF,19175,1917.5,South Africa,8,6812.946044921875,6.8333349
zaf19195,ZAF,19195,1919.5,South Africa,8,7086.828125,6.8504524
zaf19215,ZAF,19215,1921.5,South Africa,8,7414.08251953125,6.8700571
zaf19235,ZAF,19235,1923.5,South Africa,8,7759.126953125,6.8898125
zaf19255,ZAF,19255,1925.5,South Africa,8,8104.171875,6.9087086
zaf19275,ZAF,19275,1927.5,South Africa,8,8449.21630859375,6.9268169
zaf19295,ZAF,19295,1929.5,South Africa,8,8794.26123046875,6.9441996
zaf19315,ZAF,19315,1931.5,South Africa,8,9201.701171875,6.9638681
zaf19335,ZAF,19335,1933.5,South Africa,8,9629.939453125,6.9836235
zaf19355,ZAF,19355,1935.5,South Africa,8,10058.1787109375,7.0025196
zaf19375,ZAF,19375,1937.5,South Africa,8,10486.4169921875,7.020627
zaf19395,ZAF,19395,1939.5,South Africa,8,10914.6552734375,7.0380096
zaf19415,ZAF,19415,1941.5,South Africa,8,11742.11083984375,7.069746
zaf19435,ZAF,19435,1943.5,South Africa,8,12702.638671875,7.1038933
zaf19455,ZAF,19455,1945.5,South Africa,8,13663.1669921875,7.1355515
zaf19475,ZAF,19475,1947.5,South Africa,8,14623.6943359375,7.1650572
zaf19495,ZAF,19495,1949.5,South Africa,8,14513.62646484375,7.1617756
zaf19515,ZAF,19515,1951.5,South Africa,8,14158.1484375,7.1510067
zaf19535,ZAF,19535,1953.5,South Africa,8,14842.38232421875,7.1715031
zaf19555,ZAF,19555,1955.5,South Africa,8,15572.18408203125,7.1923494
zaf19575,ZAF,19575,1957.5,South Africa,8,16346.3671875,7.2134209
zaf19595,ZAF,19595,1959.5,South Africa,8,17179.275390625,7.2350044
zaf19615,ZAF,19615,1961.5,South Africa,8,18086.1904296875,7.2573471
zaf19635,ZAF,19635,1963.5,South Africa,8,19059.052734375,7.2801018
zaf19655,ZAF,19655,1965.5,South Africa,8,20069.5888671875,7.3025379
zaf19675,ZAF,19675,1967.5,South Africa,8,21109.357421875,7.3244743
zaf19695,ZAF,19695,1969.5,South Africa,8,22214.3330078125,7.3466339
zaf19715,ZAF,19715,1971.5,South Africa,8,23421.6474609375,7.3696175
zaf19735,ZAF,19735,1973.5,South Africa,8,24712.73828125,7.3929214
zaf19755,ZAF,19755,1975.5,South Africa,8,26026.498046875,7.4154158
zaf19775,ZAF,19775,1977.5,South Africa,8,27342.1005859375,7.4368324
zaf19795,ZAF,19795,1979.5,South Africa,8,28718.982421875,7.458169
zaf19815,ZAF,19815,1981.5,South Africa,8,30220.0390625,7.4802952
zaf19835,ZAF,19835,1983.5,South Africa,8,31807.431640625,7.5025291
zaf19855,ZAF,19855,1985.5,South Africa,8,33358.279296875,7.5232038
zaf19875,ZAF,19875,1987.5,South Africa,8,34829.337890625,7.5419445
zaf19895,ZAF,19895,1989.5,South Africa,8,36379.310546875,7.560854
zaf19915,ZAF,19915,1991.5,South Africa,8,38169.578125,7.5817175
zaf19935,ZAF,19935,1993.5,South Africa,8,40089.017578125,7.6030254
zaf19955,ZAF,19955,1995.5,South Africa,8,41818.51171875,7.6213684
zaf19975,ZAF,19975,1997.5,South Africa,8,43252.767578125,7.636014
zaf19995,ZAF,19995,1999.5,South Africa,8,44565.291015625,7.6489964
zaf20015,ZAF,20015,2001.5,South Africa,8,45925.69140625,7.662056
zaf20035,ZAF,20035,2003.5,South Africa,8,47319.19921875,7.6750374
zaf20055,ZAF,20055,2005.5,South Africa,8,48690.37890625,7.6874428
zaf20075,ZAF,20075,2007.5,South Africa,8,50021.1953125,7.6991539
zaf20095,ZAF,20095,2009.5,South Africa,8,51306.8125,7.7101746
zaf20115,ZAF,20115,2011.5,South Africa,8,52537.2734375,7.7204676
zaf20135,ZAF,20135,2013.5,South Africa,8,53692.83203125,7.7299156
zaf20155,ZAF,20155,2015.5,South Africa,8,54753.599609375,7.7384129
zaf20175,ZAF,20175,2017.5,South Africa,8,55816.568359375,7.7467632
jpn1900,JPN,1900,1900,Japan,9,44040.265625,7.6438503
jpn19015,JPN,19015,1901.5,Japan,9,44831.453125,7.6515827
jpn19035,JPN,19035,1903.5,Japan,9,45886.369140625,7.661684
jpn19055,JPN,19055,1905.5,Japan,9,46941.28515625,7.6715546
jpn19075,JPN,19075,1907.5,Japan,9,47996.201171875,7.6812067
jpn19095,JPN,19095,1909.5,Japan,9,49051.119140625,7.690649
jpn19115,JPN,19115,1911.5,Japan,9,50249.51171875,7.7011318
jpn19135,JPN,19135,1913.5,Japan,9,51495.73046875,7.711771
jpn19155,JPN,19155,1915.5,Japan,9,52741.9453125,7.7221565
